50	50	0
5	5	0
-0.8342147012162877	-0.7860920148069804	1.1005288207297728
-0.8266967752105683	-0.7829127139892054	1.1058340891904765
-0.8192478082582582	-0.7798490490050367	1.1113846128518121
-0.8118733567102028	-0.7769044851032778	1.1171803817934347
-0.8045791076436057	-0.7740824920467446	1.123221203583987
-0.7973708748138066	-0.771386538861042	1.1295066959795377
-0.7902545941610233	-0.7688200883201456	1.1360362797037022
-0.7832363188599145	-0.7663865911723968	1.1428091713392226
-0.7763222139010064	-0.7640894801118785	1.1498243763621399
-0.7695185501943598	-0.7619321635015665	1.1570806823509807
-0.7628316981873506	-0.7599180188561592	1.1645766524045875
-0.7562681209900941	-0.7580503860940478	1.172310618803306
-0.7498343670038279	-0.7563325605695017	1.1802806769492205
-0.743537062049537	-0.7547677858978146	1.1884846796219528
-0.7373829009962178	-0.7533592465878619	1.1969202315872236
-0.7313786388904215	-0.7521100604982479	1.2055846845958638
-0.7255310815911169	-0.7510232711349798	1.2144751328112888
-0.7198470759164486	-0.7501018398103658	1.2235884087035434
-0.7143334993116102	-0.7493486376845854	1.2329210794479089
-0.7089972490498266	-0.7487664377131187	1.2424694438657231
-0.7038452309812957	-0.748357906524923	1.252229529944437
-0.6988843478478854	-0.748125596257893	1.2621970929730808
-0.6941214871844146	-0.748071936379733	1.2723676143281688
-0.6895635088303764	-0.7481992255238702	1.2827363009436357
-0.685217232079081	-0.7485096233714421	1.2932980854966907
-0.6810894224942634	-0.7490051426116843	1.3040476273394586
-0.6771867784272809	-0.7496876410141946	1.314979314203967
-0.6735159172710559	-0.7505588136475554	1.3260872647054347
-0.6700833614898529	-0.7516201852796298	1.3373653316659084
-0.6668955244668535	-0.7528731029955009	1.3488071062771092
-0.6639586962141886	-0.7543187290694686	1.3604059231178813
-0.6612790289926791	-0.7559580341277622	1.3721548660379062
-0.6588625228908849	-0.7577917906386277	1.3840467749153564
-0.656715011415244	-0.7598205667662262	1.396074253291962
-0.6548421471449921	-0.7620447206242915	1.40822967688454
-0.6532493875071927	-0.7644643949647636	1.4205052029674483
-0.6519419807285713	-0.767079512335614	1.4328927806156813
-0.6509249520218499	-0.7698897707408051	1.4453841617934566
-0.6502030900649911	-0.772894639833806	1.457970913268218
-0.6497809338320537	-0.7760933576742692	1.470644429324977
-0.6496627598343061	-0.779484928075425	1.4833959452509418
