-0.31333 -0.418087 -1.048784
-0.803918 -0.098848 -1.133713
1.477382 0.339489 -1.071134
0.834603 0.6202 -1.063752
1.596761 0.558491 -1.081501
0.114401 0.252086 -1.012658
1.281183 -0.653047 -1.143323
-0.37397 -0.858139 -1.174797
-0.795751 1.389411 -1.190779
-0.100771 1.767626 -1.06104
-0.226212 1.055785 -1.060016
-0.73762 -0.605395 -1.172165
-0.937915 -0.783179 -1.331055
-0.859558 1.879566 -1.228762
0.3715 0.283422 -1.019991
0.135791 -0.010427 -1.007636
0.357376 1.569376 -1.072442
1.155603 -0.143668 -1.059968
0.164765 1.808266 -1.05775
0.855627 -0.945287 -1.243898
-0.189291 -0.878769 -1.168745
-0.596227 1.01746 -1.114324
0.479152 1.678232 -1.07561
0.012687 1.859575 -1.053136
0.969554 0.730119 -1.077353
-0.857059 -0.516772 -1.197954
-0.882005 -0.08035 -1.16748
0.50837 1.299431 -1.077708
-0.14329 0.436892 -1.022581
1.258021 0.196514 -1.063278
0.397471 0.111137 -1.017967
1.777972 -0.335927 -1.077497
1.566678 -0.152437 -1.06937
1.308081 -0.568707 -1.117765
1.943471 -0.425211 -1.079521
0.970119 0.557947 -1.067417
-0.736528 1.651472 -1.171862
-0.778053 1.744712 -1.189024
0.012935 -0.132044 -1.010149
0.428208 1.416708 -1.075182
0.713042 0.133511 -1.035775
2.069021 2.028661 -1.075996
-0.115611 -0.711711 -1.098426
-0.934124 -0.940726 -1.419627
1.868168 0.860374 -1.090131
-0.576883 1.197408 -1.11946
1.748436 1.370264 -1.114152
1.924758 1.279448 -1.103441
0.720547 -0.182824 -1.04225
1.989619 0.352032 -1.05401
-0.476799 1.80265 -1.095865
-0.467511 0.923856 -1.079066
-0.108654 1.155047 -1.059768
-0.689935 -0.875957 -1.261968
0.220924 -0.49341 -1.047678
-0.722418 1.929105 -1.156755
-0.189787 -0.635643 -1.082161
0.872173 -0.355847 -1.066464
1.153791 0.882567 -1.093973
1.12017 0.486908 -1.070267
0.383825 1.182506 -1.066918
-0.086578 -0.372643 -1.02896
-0.119681 -0.222495 -1.017192
0.069077 -0.743379 -1.10028
0.54569 -1.020909 -1.261433
0.332956 -0.700119 -1.100032
1.254506 0.566598 -1.079056
1.099917 1.479657 -1.111623
1.48605 -0.611645 -1.132668
1.020531 -0.446668 -1.086985
1.601472 1.257702 -1.11585
1.587986 1.408813 -1.118507
1.51791 1.702683 -1.116705
1.658969 1.79201 -1.111199
1.033535 0.25192 -1.055839
0.769569 1.88375 -1.082113
-0.472341 -0.466805 -1.074828
1.380954 -0.861303 -1.2311
0.681826 0.910875 -1.07127
2.028605 -0.468863 -1.079697
2.017669 -0.301288 -1.059078
0.497791 1.591235 -1.078856
1.189837 -0.315511 -1.072989
-1.015753 0.262248 -1.239692
-0.766891 0.788408 -1.149589
1.215526 -0.013834 -1.058984
-0.728338 1.106336 -1.161032
-0.513201 1.87984 -1.100297
0.184227 2.018874 -1.045331
0.600793 2.04811 -1.060489
1.772903 2.043934 -1.092854
1.909979 1.991924 -1.089508
-0.621387 -0.741401 -1.181201
0.376357 2.026397 -1.051848
-0.744891 0.941297 -1.152787
0.982182 0.920642 -1.088578
-0.276306 1.399978 -1.073795
-0.701214 2.016595 -1.142703
0.998954 0.407947 -1.060601
0.089684 -0.876204 -1.155478
0.47563 -0.775334 -1.130109
-0.557588 -0.606633 -1.120549
-0.999611 -0.153013 -1.230356
