-9.669210660701067495e-01,2.144069816970343156e-01,1.381332099803957991e-01
8.939627965516354635e-01,2.256084353304792511e-01,-3.871944542245613352e-01
1.254854891337284784e-01,-8.638629591619926273e-01,4.878460334006892718e-01
9.799287291482182694e-01,2.600195872692350960e-02,-1.975838039912858057e-01
8.728862420893900298e-01,3.020723134799966902e-01,-3.831645300607005034e-01
-9.466584571384324409e-01,-1.143066938037491931e-01,3.011781470250712855e-01
-9.908822979605792503e-01,-1.768802308603046464e-02,1.335444697692517724e-01
-9.293676512354961394e-01,-1.615720146514879607e-01,3.319123298297576019e-01
-8.595424897908400530e-02,8.653552221747637940e-01,-4.937225281698542911e-01
-9.747262812596645398e-01,-9.024020441601450504e-03,2.231348256267115526e-01
-9.743548043432088690e-01,-3.439973077642276278e-02,2.223107735313061828e-01
-9.587558675824621179e-01,2.111649290357673625e-01,-1.902308571129863735e-01
-9.996326848762263628e-01,-2.253128794712377925e-02,1.443095305351888014e-02
9.860114609096011229e-01,3.286800524177479511e-03,-1.666178502329944966e-01
-2.890947025754554978e-01,8.359234241195597770e-01,-4.665084868630170467e-01
-9.835266642871308695e-01,-2.588883288270017388e-02,1.788328818457346481e-01
9.954893953017845964e-01,-4.716681678113843201e-02,-8.215980330346878135e-02
9.988822164163438933e-01,-2.339035433127600871e-02,-4.086326593596766033e-02
9.998209462834120043e-01,-1.179475756235545680e-02,-1.454661355649851384e-02
9.960885611267087381e-01,-9.064403777034268916e-03,-8.783415252845559740e-02
9.850608092625241508e-01,4.087591886494618826e-02,-1.672588063315799956e-01
-6.576657465618829246e-02,8.653263247865623509e-01,-4.968737209976366032e-01
9.955965207585133481e-01,5.889334364240986219e-02,-7.290520902371874779e-02
-2.423585148484258545e-02,8.666777027544810830e-01,-4.982791253279145738e-01
-9.894806135994287377e-01,-1.376967289424116392e-01,4.437641579224590321e-02
1.726356461866690450e-02,-8.761852672514820473e-01,4.816648402115587535e-01
-2.115364410687917140e-02,8.952036083984736825e-01,-4.451356669951662126e-01
-9.983021807276594162e-01,1.528155050616736288e-03,5.822654572928258332e-02
9.990890793785270896e-01,2.775220587317586696e-02,-3.240259050347277237e-02
9.974436038599086007e-01,7.048544836457630580e-02,-1.171551560911725243e-02
-9.953775656183565523e-01,-9.194218753285124390e-02,2.774942560918845780e-02
-3.210998835992573408e-03,8.809797751835573010e-01,-4.731407931980911030e-01
-9.991347417253803043e-01,-4.979455176861297128e-03,4.119795855193101458e-02
2.160903814102383136e-01,-8.454730230643019429e-01,4.883310213791693943e-01
9.832113300384871524e-01,1.810419866461170091e-01,-2.277692989178884894e-02
-9.982582897932537058e-01,-1.258382705007640712e-02,5.762251897849458848e-02
3.639642151255448321e-02,-8.743290570005430862e-01,4.839649505157460618e-01
2.657526518886849098e-02,-8.763712226119895199e-01,4.808971609537557867e-01
1.069733472236029104e-01,8.663416194383000146e-01,-4.878580463407743428e-01
9.997388255574780613e-01,-8.329609935714965552e-04,2.283802101313628374e-02
4.558829693198235278e-02,8.749397700667433941e-01,-4.820866733303814655e-01
-3.066108943052459068e-02,8.723324536700449716e-01,-4.879483962626658400e-01
9.975711366769538513e-01,6.878879110859767443e-02,-1.091638044209085334e-02
-2.386198983874071589e-02,9.003904643710968214e-01,-4.344249605682803383e-01
3.263437631415636031e-02,-8.888505597346674225e-01,4.570218445899337789e-01
9.878721186154774125e-01,8.620883424572678422e-04,1.552377618562636730e-01
9.987993653009600292e-01,4.246754779310098205e-02,2.440182927487274250e-02
9.747705349592700186e-02,-8.643446249182218377e-01,4.933473236403619344e-01
6.288591303398649579e-03,9.101821628671141751e-01,-4.141603232981737603e-01
1.250885303333995613e-02,8.653161581745273390e-01,-5.010657156353741648e-01
-4.177703400714448401e-02,8.694038789343470075e-01,-4.922798285117444550e-01
1.000837690392987755e-01,-8.633934653857838759e-01,4.944992695915048642e-01
9.251684684250728319e-01,3.237704645903974887e-01,-1.980410909079008963e-01
6.710046198762087410e-03,9.197564851199994118e-01,-3.924098259415061962e-01
-1.900543304736701522e-02,8.893741934178538422e-01,-4.567296946386751322e-01
-9.921288612472043411e-01,-6.139241348013724231e-02,-1.089734336675026449e-01
-9.501809034281801791e-01,-7.324716409034384701e-02,3.028873500524193463e-01
9.942123615676267123e-01,7.776338898939234856e-02,7.411191798056818159e-02
-9.903129813325433073e-01,5.627805882362973966e-02,1.259967298394369661e-01
-9.896258347397486332e-01,4.018779338887723540e-02,-1.379203226401410909e-01
