-0.0780247	2.0661329	0.1837665	0.7294583
0.0118547	1.8409813	0.1738835	0.6849688
-0.0109718	1.6432010	0.1791868	0.6643234
0.0997100	1.0381696	0.1454829	0.6835842
-0.0230773	0.3266483	0.1060526	0.7640798
-0.1254151	0.0759153	0.0927154	0.8371936
0.0834770	1.9220832	0.1600505	0.6977414
0.1471665	1.4885028	0.1517494	0.6758907
0.1063943	0.4109798	0.0921777	0.7379298
0.0056200	0.1238873	0.0760800	0.8065599
0.3823538	1.1510691	0.0992416	0.7209005
0.1216509	0.5767401	0.1070773	0.7232523
0.2438299	2.0353860	0.1265109	0.7057448
0.3169593	1.4465685	0.1196774	0.6926631
0.3781401	0.8921102	0.0848667	0.7218315
0.3285271	0.7343296	0.0820546	0.7175973
0.2789202	0.5416072	0.0729998	0.7174026
-0.0020542	0.0314821	0.0642242	0.8218627
0.2995080	2.2613313	0.1059854	0.7479432
0.4263233	0.7319392	0.0616428	0.7204174
0.4325453	2.0153787	0.0879342	0.6921753
0.4386689	0.7099912	0.0568997	0.7189061
0.3630322	0.4598282	0.0461553	0.7102874
0.2102282	0.1684027	0.0408814	0.7468903
0.5126398	2.2837242	0.0587018	0.7390096
0.5718500	1.2042615	0.0616144	0.7411675
0.6548242	1.0738216	0.0375656	0.7605095
0.4961099	0.8784108	0.0593485	0.7328870
0.5384782	0.7000730	0.0337354	0.7158757
0.5522569	0.6758278	0.0280252	0.7117220
0.6577085	0.9948788	0.0320052	0.7569486
0.6476894	0.6183490	-0.0013608	0.6909860
0.4172167	0.1880609	-0.0029213	0.6843892
0.6978112	2.3095926	0.0137404	0.7394240
0.7399513	1.7191274	0.0241976	0.6770800
0.7246740	1.5443980	0.0300773	0.6985312
0.7961000	1.3100510	0.0116518	0.7459157
0.7266472	1.2182215	0.0265617	0.7556863
0.7433386	0.8634051	0.0009405	0.7422344
0.7934363	2.0025643	0.0029879	0.6748856
0.8783452	1.1423840	-0.0129352	0.7848368
0.7843018	1.1162241	0.0092785	0.7760773
0.7322151	0.5947201	-0.0254406	0.6751902
0.6310198	0.2103760	-0.0518255	0.6283751
0.8846458	2.3394517	-0.0353909	0.7452187
0.9132595	1.1087967	-0.0232905	0.7912359
0.9462614	1.0130353	-0.0382798	0.7815680
0.8468557	0.6871651	-0.0442896	0.6899854
0.9717482	2.0040657	-0.0443326	0.6698790
0.9775483	1.2252370	-0.0364816	0.7781955
0.8473570	0.2339493	-0.1053670	0.5823221
1.0734458	2.3665449	-0.0886323	0.7537377
1.0613599	1.2769596	-0.0587251	0.7681119
1.1666473	2.0055129	-0.0999295	0.6670605
1.1261728	1.1339131	-0.0797286	0.8097574
1.1410579	1.1261154	-0.0839659	0.8153575
1.0878367	0.5367489	-0.1303788	0.6225983
1.0615614	0.2559581	-0.1628780	0.5486030
1.3538902	2.4527050	-0.1774457	0.7896365
1.2636475	1.1180405	-0.1205526	0.8205111
1.3715260	1.1181775	-0.1541752	0.8207913
1.2927990	1.0199017	-0.1376674	0.7885733
1.2854037	0.2801778	-0.2272850	0.5317268
1.3351892	1.3867997	-0.1395247	0.7402235
1.3838618	0.9025865	-0.1778071	0.7438729
1.3982126	1.1244077	-0.1622005	0.8230347
