-35.3408455	16.9835042	3.1275935	12.5424668
-33.8761771	13.0939611	2.1904135	12.5241495
-34.3169308	9.5571726	1.8077935	12.6254557
-32.3062737	-1.3872346	-0.2671413	14.4150765
-34.9778353	-14.4962816	-1.4018293	16.3574689
-37.0923188	-19.1354975	-1.4928085	17.6199348
-32.5779319	14.5372715	2.0506855	12.6450078
-31.5520505	6.7256446	0.6763171	13.4632586
-32.7643155	-12.7356873	-1.7405883	15.9846533
-34.7853821	-18.2979642	-1.9858876	17.2676488
-27.2972734	0.6251914	-1.3093994	15.2982434
-32.4582718	-9.6086167	-1.3827248	15.6257325
-29.6595503	16.5641056	1.5651303	12.6674586
-28.5718460	5.8709167	-0.2327952	14.1030298
-27.5348955	-3.7432413	-1.8612122	15.6459850
-28.6055087	-6.5346059	-1.9703210	15.6528327
-29.7328397	-10.0494145	-2.1655932	15.7260880
-35.5638755	-19.6740719	-1.9727016	17.5726780
-28.4788821	20.4862823	1.8075181	12.7833168
-26.9160834	-6.5640398	-2.4212069	15.7967706
-26.3207402	16.2291091	0.6350389	12.6641793
-26.8309462	-6.7182386	-2.4653709	15.7966409
-28.4711040	-11.3431987	-2.6806892	15.7086841
-31.8332199	-16.7908496	-2.5553462	16.4049613
-24.6675587	20.8992268	0.8585137	12.7196741
-23.9465599	1.3955995	-2.0868411	15.7801555
-22.5700224	-0.6120009	-2.7334129	16.3488159
-25.5587332	-3.7575779	-2.3858041	15.9580287
-25.0749325	-6.8778852	-2.9519232	15.8183581
-24.9624979	-7.0790049	-3.0098640	15.7939546
-22.6372377	-1.6538375	-2.8622278	16.3743236
-23.4175776	-7.9421607	-3.5390848	15.5316645
-28.1297769	-16.1732329	-3.4475657	15.4162997
-21.3292622	21.3457982	0.0397759	12.7294232
-21.0292925	10.7595814	-1.5359380	13.4344738
-21.4376629	7.3885592	-1.9042328	14.3365819
-20.1026091	3.0199876	-2.8734110	15.8188514
-21.2912620	1.4618632	-2.7791555	16.1443018
-21.3198097	-3.7559574	-3.5056912	16.2824319
-19.8813766	16.0120238	-1.0967222	12.5608811
-18.5385667	0.2985769	-3.6701464	16.8191764
-20.2705542	-0.1839335	-3.2806957	16.6759623
-22.0078353	-8.3298155	-3.9657325	15.2914583
-24.2446883	-15.5203635	-4.3823460	14.4851085
-17.9432190	21.8369339	-0.7847672	12.7600303
-18.0408545	-0.1890437	-3.8702372	16.9639593
-17.4970423	-1.0069387	-4.1287980	16.8974335
-19.7155784	-6.5003087	-4.3143759	15.5480669
-16.6707585	16.0399898	-1.9401848	12.4625602
-16.9448211	1.3088977	-3.9484542	16.6570773
-20.2539322	-14.8904229	-5.3476434	13.6634956
-14.5052244	22.2554628	-1.6327431	12.7818235
-15.5268521	2.1460795	-4.2045251	16.3871971
-13.1369013	16.0617459	-2.8692693	12.3365049
-14.2586277	-0.0505640	-4.8488965	17.2898969
-14.1387052	0.6773713	-4.7780875	17.2998868
-15.5136043	-9.0515560	-5.7806805	14.3576203
-16.2434123	-14.3564508	-6.3309401	12.9862070
-9.3227728	23.5991385	-2.8090603	12.9445906
-11.8927072	-0.1106830	-5.4812827	17.3834802
-10.0291452	0.8066168	-5.8433074	17.2864510
-11.5285283	-0.5460137	-5.6382435	16.9630353
-11.9820169	-13.8598171	-7.3849293	12.5120376
-10.5880816	4.2431317	-5.2108159	15.4343807
-9.9383633	-2.4664401	-6.3269564	16.2238213
-9.5561095	0.2329143	-6.0486916	17.2688422
-7.6698178	0.7147481	-6.4777203	17.1055132
-7.0480878	-15.2121445	-8.8738788	11.6953279
-5.3759878	22.5448033	-3.9977508	12.4807467
-5.5219641	14.0467594	-5.1605974	12.2201971
-6.3666538	6.3119364	-6.0307599	14.3243004
-6.8508019	-0.0110052	-6.7955194	17.0268561
-1.0651072	22.6956803	-5.1109461	12.0583826
-4.8057028	-1.2992670	-7.5147690	16.2916157
-1.6168889	-15.4487637	-10.3367111	11.5809868
-2.1463273	16.8968754	-5.6463262	11.5784033
-3.6352157	9.4347415	-6.3088630	13.0616183
-4.1836586	0.5085595	-7.4241976	16.3448172
-2.9659204	-0.9334717	-7.9474864	16.1466951
0.7746858	-5.9096748	-9.6299172	14.4153553
0.3117527	-13.9538746	-10.6350452	12.0269610
1.2911234	21.7226386	-5.8682366	11.5523629
1.1188359	10.1415467	-7.4596849	12.2894840
-0.5459859	5.7941849	-7.6355828	13.8259763
-2.2050854	-0.0172950	-8.0187736	16.1110262
0.3902722	-11.6450216	-10.3325239	12.6597818
-1.3043589	-1.0343397	-8.3987284	15.9082565
3.2285999	-15.7600427	-11.6550452	12.0429675
4.9498613	21.0221640	-6.9291111	10.9528670
2.8431410	16.2651912	-7.0478939	11.0630727
2.0033888	5.0901931	-8.4052534	13.7173565
0.9308794	0.2010390	-8.8125054	15.2897250
0.8137252	-2.5464321	-9.1681198	15.2653759
2.8017444	-5.1519401	-10.0565887	14.5371354
6.6029427	13.3616045	-8.4463990	11.0957572
2.6592636	-2.4668844	-9.6420692	14.9984018
4.7457083	-4.8916919	-10.5309779	14.4380687
5.0252965	-8.4922072	-11.1096269	13.8097454
7.4218083	16.4012287	-8.2320283	10.6609579
7.0698628	-8.0862059	-11.5900052	13.9658692
11.2573580	-16.1530241	-13.8207286	13.8659940
9.2064060	12.0478286	-9.3159202	11.1986471
5.4295195	-1.8644381	-10.2852174	14.4418367
7.2683492	-4.5123876	-11.1404327	14.1905266
10.4100151	6.2284997	-10.4532819	12.3850328
11.1086921	-2.8165669	-11.9105069	13.7502610
9.3517137	-7.4702417	-12.1029714	14.0002163
13.0032642	16.9114466	-9.6258275	10.6072559
12.4943829	-6.3423269	-12.7697944	13.9818431
14.3075306	-10.0511152	-13.7664578	14.3643946
12.3817498	3.0532675	-11.4184687	12.7983459
18.2001743	-17.6800496	-15.8581102	15.9982281
17.4593972	18.2577260	-10.6050962	10.9093611
17.7504170	15.8809729	-11.0175940	11.3545922
18.0685195	12.2547003	-11.6133799	11.9225041
18.6385021	8.0150946	-12.3612316	12.6387488
17.9735523	3.4325857	-12.8326781	13.1843171
15.9444388	-0.0538048	-12.7911234	13.4579960
15.5523516	-2.3004664	-13.0043252	13.7307549
17.1620104	-4.4601858	-13.7304160	14.1740193
17.8349811	-8.4327395	-14.4651140	14.7379608
18.8074779	-12.1540790	-15.2426494	15.4024159
19.9863413	-16.2725102	-16.1296474	16.2848226
19.5938787	-19.3112961	-16.4524865	16.4765014
-36.7902220	24.8707152	4.6264216	13.7266020
-36.2312061	21.6958394	4.0293959	13.1135727
-34.5827119	18.7170734	3.1719512	12.6789027
